client_id,client_name,client_email,client_age,client_gender,client_income,client_state,client_city,rfv_perfil
4990,Client_4990,client_4990@example.com,36,Male,10797,MG,Belo Horizonte,Leais
4991,Client_4991,client_4991@example.com,20,Male,16822,RS,Porto Alegre,Leais
4992,Client_4992,client_4992@example.com,38,Male,7296,PR,Curitiba,Não Perder
4993,Client_4993,client_4993@example.com,32,Male,3940,MG,Belo Horizonte,Leais
4994,Client_4994,client_4994@example.com,33,Female,5270,MG,Belo Horizonte,Em Risco
4995,Client_4995,client_4995@example.com,37,Male,13580,MG,Belo Horizonte,Novos
4996,Client_4996,client_4996@example.com,48,Female,9536,SP,São Paulo,Atenção
4998,Client_4998,client_4998@example.com,42,Female,6663,BA,Salvador,Campeões
4999,Client_4999,client_4999@example.com,30,Female,17799,SC,Florianópolis,Perdido
5000,Client_5000,client_5000@example.com,68,Female,18577,MG,Belo Horizonte,Leais
5001,Client_5001,client_5001@example.com,40,Female,3505,BA,Salvador,Leais
5003,Client_5003,client_5003@example.com,55,Male,12945,SP,São Paulo,Campeões
5004,Client_5004,client_5004@example.com,43,Female,13598,BA,Salvador,Atenção
5005,Client_5005,client_5005@example.com,56,Female,8962,PR,Curitiba,Quase Dormindo
5006,Client_5006,client_5006@example.com,64,Other,19135,RS,Porto Alegre,Não Perder
5008,Client_5008,client_5008@example.com,38,Female,17670,SC,Florianópolis,Campeões
5009,Client_5009,client_5009@example.com,59,Male,14144,RS,Porto Alegre,Leais
5010,Client_5010,client_5010@example.com,51,Female,19204,RS,Porto Alegre,Campeões
5013,Client_5013,client_5013@example.com,49,Male,7274,MG,Belo Horizonte,Atenção
5014,Client_5014,client_5014@example.com,19,Male,16804,SC,Florianópolis,Leais
5015,Client_5015,client_5015@example.com,41,Female,16195,RS,Porto Alegre,Promissor
5016,Client_5016,client_5016@example.com,21,Female,15389,SP,São Paulo,Quase Dormindo
5022,Client_5022,client_5022@example.com,61,Female,9871,SC,Florianópolis,Campeões
5023,Client_5023,client_5023@example.com,57,Female,2936,SC,Florianópolis,Quase Dormindo
5024,Client_5024,client_5024@example.com,21,Male,14512,RJ,Rio de Janeiro,Leais
5025,Client_5025,client_5025@example.com,43,Male,18008,SC,Florianópolis,Quase Dormindo
5026,Client_5026,client_5026@example.com,40,Female,6477,SC,Florianópolis,Campeões
5028,Client_5028,client_5028@example.com,40,Female,5913,MG,Belo Horizonte,Perdido
5030,Client_5030,client_5030@example.com,33,Female,15057,RS,Porto Alegre,Atenção
5031,Client_5031,client_5031@example.com,30,Female,14418,BA,Salvador,Promissor
5033,Client_5033,client_5033@example.com,18,Female,2786,MG,Belo Horizonte,Leais
5034,Client_5034,client_5034@example.com,49,Male,6840,PR,Curitiba,Campeões
5036,Client_5036,client_5036@example.com,38,Male,11448,SP,São Paulo,Em Risco
5037,Client_5037,client_5037@example.com,38,Female,14213,RJ,Rio de Janeiro,Quase Dormindo
5039,Client_5039,client_5039@example.com,41,Female,14936,RS,Porto Alegre,Leais
5040,Client_5040,client_5040@example.com,55,Male,19630,BA,Salvador,Promissor
5042,Client_5042,client_5042@example.com,56,Female,5300,MG,Belo Horizonte,Novos
5043,Client_5043,client_5043@example.com,61,Male,11137,SP,São Paulo,Campeões
5044,Client_5044,client_5044@example.com,73,Female,10410,PR,Curitiba,Campeões
5045,Client_5045,client_5045@example.com,61,Male,2852,RJ,Rio de Janeiro,Quase Dormindo
5046,Client_5046,client_5046@example.com,33,Male,5829,PR,Curitiba,Não Perder
5047,Client_5047,client_5047@example.com,32,Female,5981,SP,São Paulo,Perdido
5049,Client_5049,client_5049@example.com,37,Female,14802,RJ,Rio de Janeiro,Leais
5050,Client_5050,client_5050@example.com,27,Male,3247,PR,Curitiba,Quase Dormindo
5052,Client_5052,client_5052@example.com,24,Female,3607,PR,Curitiba,Leais
5053,Client_5053,client_5053@example.com,25,Female,16690,SP,São Paulo,Perdido
5054,Client_5054,client_5054@example.com,44,Female,10854,BA,Salvador,Perdido
5055,Client_5055,client_5055@example.com,38,Male,10035,MG,Belo Horizonte,Não Perder
5058,Client_5058,client_5058@example.com,38,Female,14817,BA,Salvador,Não Perder
5059,Client_5059,client_5059@example.com,36,Male,2624,MG,Belo Horizonte,Promissor
5061,Client_5061,client_5061@example.com,34,Female,8942,BA,Salvador,Novos
5064,Client_5064,client_5064@example.com,84,Female,16305,RS,Porto Alegre,Não Perder
5065,Client_5065,client_5065@example.com,37,Female,7957,MG,Belo Horizonte,Perdido
5066,Client_5066,client_5066@example.com,50,Female,4915,PR,Curitiba,Campeões
5067,Client_5067,client_5067@example.com,67,Female,18589,BA,Salvador,Novos
5069,Client_5069,client_5069@example.com,33,Female,19751,SC,Florianópolis,Promissor
5070,Client_5070,client_5070@example.com,49,Female,18736,SC,Florianópolis,Leais
5072,Client_5072,client_5072@example.com,52,Male,11073,SP,São Paulo,Novos
5073,Client_5073,client_5073@example.com,53,Male,10146,SP,São Paulo,Perdido
5074,Client_5074,client_5074@example.com,18,Female,11756,SC,Florianópolis,Novos
5076,Client_5076,client_5076@example.com,72,Male,17813,SC,Florianópolis,Perdido
5077,Client_5077,client_5077@example.com,24,Female,12385,PR,Curitiba,Perdido
5078,Client_5078,client_5078@example.com,40,Female,8044,RJ,Rio de Janeiro,Leais
5079,Client_5079,client_5079@example.com,27,Female,12803,RJ,Rio de Janeiro,Perdido
5081,Client_5081,client_5081@example.com,54,Male,9475,BA,Salvador,Atenção
5082,Client_5082,client_5082@example.com,50,Male,5491,MG,Belo Horizonte,Campeões
5083,Client_5083,client_5083@example.com,55,Female,13390,RS,Porto Alegre,Campeões
5084,Client_5084,client_5084@example.com,53,Female,2562,MG,Belo Horizonte,Leais
5086,Client_5086,client_5086@example.com,82,Male,11868,RS,Porto Alegre,Perdido
5087,Client_5087,client_5087@example.com,69,Male,4229,BA,Salvador,Perdido
5088,Client_5088,client_5088@example.com,43,Female,10575,RJ,Rio de Janeiro,Leais
5089,Client_5089,client_5089@example.com,58,Female,9394,BA,Salvador,Campeões
5092,Client_5092,client_5092@example.com,43,Male,14874,BA,Salvador,Quase Dormindo
5093,Client_5093,client_5093@example.com,42,Female,12144,SP,São Paulo,Leais
5094,Client_5094,client_5094@example.com,32,Male,10781,SP,São Paulo,Campeões
5095,Client_5095,client_5095@example.com,58,Female,3633,RS,Porto Alegre,Leais
5096,Client_5096,client_5096@example.com,35,Male,9317,PR,Curitiba,Quase Dormindo
5097,Client_5097,client_5097@example.com,28,Female,2643,PR,Curitiba,Não Perder
5098,Client_5098,client_5098@example.com,42,Male,14651,PR,Curitiba,Atenção
5099,Client_5099,client_5099@example.com,45,Male,9177,SC,Florianópolis,Campeões
5101,Client_5101,client_5101@example.com,73,Male,3564,RS,Porto Alegre,Leais
5102,Client_5102,client_5102@example.com,66,Female,13160,MG,Belo Horizonte,Perdido
5103,Client_5103,client_5103@example.com,62,Female,13734,SP,São Paulo,Leais
5105,Client_5105,client_5105@example.com,44,Male,19373,BA,Salvador,Perdido
5106,Client_5106,client_5106@example.com,47,Male,9256,SP,São Paulo,Leais
5107,Client_5107,client_5107@example.com,18,Male,6605,BA,Salvador,Novos
5108,Client_5108,client_5108@example.com,40,Female,4598,RS,Porto Alegre,Atenção
5110,Client_5110,client_5110@example.com,33,Male,14278,RS,Porto Alegre,Perdido
5111,Client_5111,client_5111@example.com,36,Female,15965,BA,Salvador,Quase Dormindo
5112,Client_5112,client_5112@example.com,36,Female,9506,PR,Curitiba,Leais
5115,Client_5115,client_5115@example.com,58,Female,3757,BA,Salvador,Perdido
5116,Client_5116,client_5116@example.com,43,Male,18838,RS,Porto Alegre,Leais
5117,Client_5117,client_5117@example.com,40,Male,7565,MG,Belo Horizonte,Quase Dormindo
5118,Client_5118,client_5118@example.com,43,Male,4300,SP,São Paulo,Perdido
5120,Client_5120,client_5120@example.com,47,Female,19141,SP,São Paulo,Leais
5121,Client_5121,client_5121@example.com,54,Female,2284,BA,Salvador,Campeões
5122,Client_5122,client_5122@example.com,27,Female,16296,BA,Salvador,Campeões
5123,Client_5123,client_5123@example.com,63,Female,10908,BA,Salvador,Perdido
5124,Client_5124,client_5124@example.com,51,Female,17538,MG,Belo Horizonte,Quase Dormindo
5127,Client_5127,client_5127@example.com,45,Female,8711,RS,Porto Alegre,Leais
5128,Client_5128,client_5128@example.com,42,Female,13370,PR,Curitiba,Campeões
5129,Client_5129,client_5129@example.com,51,Female,15213,RS,Porto Alegre,Promissor
5130,Client_5130,client_5130@example.com,30,Female,16795,MG,Belo Horizonte,Quase Dormindo
5131,Client_5131,client_5131@example.com,44,Male,12996,BA,Salvador,Novos
5132,Client_5132,client_5132@example.com,38,Female,14652,BA,Salvador,Perdido
5133,Client_5133,client_5133@example.com,72,Male,2093,RJ,Rio de Janeiro,Quase Dormindo
5134,Client_5134,client_5134@example.com,33,Female,6481,PR,Curitiba,Novos
5136,Client_5136,client_5136@example.com,48,Female,13478,SC,Florianópolis,Promissor
5138,Client_5138,client_5138@example.com,26,Female,14442,SP,São Paulo,Campeões
5139,Client_5139,client_5139@example.com,53,Male,8113,PR,Curitiba,Perdido
5140,Client_5140,client_5140@example.com,35,Male,6828,PR,Curitiba,Perdido
5142,Client_5142,client_5142@example.com,71,Female,12565,SP,São Paulo,Em Risco
5143,Client_5143,client_5143@example.com,36,Female,4575,BA,Salvador,Novos
5145,Client_5145,client_5145@example.com,34,Female,11133,MG,Belo Horizonte,Perdido
5147,Client_5147,client_5147@example.com,28,Female,12633,RS,Porto Alegre,Perdido
5150,Client_5150,client_5150@example.com,19,Female,5100,RS,Porto Alegre,Promissor
5151,Client_5151,client_5151@example.com,69,Male,12477,SP,São Paulo,Leais
5152,Client_5152,client_5152@example.com,35,Female,3914,SC,Florianópolis,Perdido
5153,Client_5153,client_5153@example.com,59,Female,11404,RJ,Rio de Janeiro,Campeões
5154,Client_5154,client_5154@example.com,47,Female,18545,PR,Curitiba,Promissor
5155,Client_5155,client_5155@example.com,51,Male,19741,SP,São Paulo,Leais
5156,Client_5156,client_5156@example.com,21,Female,3175,SC,Florianópolis,Perdido
5157,Client_5157,client_5157@example.com,33,Female,9418,RJ,Rio de Janeiro,Novos
5159,Client_5159,client_5159@example.com,51,Male,10296,BA,Salvador,Perdido
5161,Client_5161,client_5161@example.com,37,Male,13995,SC,Florianópolis,Leais
5162,Client_5162,client_5162@example.com,60,Female,14445,SP,São Paulo,Campeões
5163,Client_5163,client_5163@example.com,56,Female,2950,SC,Florianópolis,Não Perder
5164,Client_5164,client_5164@example.com,28,Female,14888,SC,Florianópolis,Quase Dormindo
5165,Client_5165,client_5165@example.com,72,Male,19303,SP,São Paulo,Promissor
5166,Client_5166,client_5166@example.com,34,Female,2422,SP,São Paulo,Quase Dormindo
5167,Client_5167,client_5167@example.com,22,Male,12767,BA,Salvador,Leais
5168,Client_5168,client_5168@example.com,42,Female,9343,SC,Florianópolis,Quase Dormindo
5169,Client_5169,client_5169@example.com,18,Female,12391,SC,Florianópolis,Leais
5171,Client_5171,client_5171@example.com,47,Female,6572,BA,Salvador,Quase Dormindo
5172,Client_5172,client_5172@example.com,34,Female,3232,SC,Florianópolis,Campeões
5173,Client_5173,client_5173@example.com,24,Male,17802,BA,Salvador,Atenção
5174,Client_5174,client_5174@example.com,57,Male,13340,BA,Salvador,Atenção
5175,Client_5175,client_5175@example.com,63,Female,11716,SC,Florianópolis,Novos
5176,Client_5176,client_5176@example.com,41,Male,10251,RJ,Rio de Janeiro,Campeões
5178,Client_5178,client_5178@example.com,43,Male,15253,RS,Porto Alegre,Perdido
5179,Client_5179,client_5179@example.com,34,Male,8307,SP,São Paulo,Campeões
5180,Client_5180,client_5180@example.com,52,Female,15526,SC,Florianópolis,Novos
5181,Client_5181,client_5181@example.com,36,Female,15350,MG,Belo Horizonte,Promissor
5183,Client_5183,client_5183@example.com,36,Male,3976,BA,Salvador,Quase Dormindo
5184,Client_5184,client_5184@example.com,46,Male,10353,SP,São Paulo,Perdido
5185,Client_5185,client_5185@example.com,35,Female,7849,BA,Salvador,Campeões
5186,Client_5186,client_5186@example.com,45,Male,12090,BA,Salvador,Perdido
5187,Client_5187,client_5187@example.com,55,Female,12256,RS,Porto Alegre,Quase Dormindo
5188,Client_5188,client_5188@example.com,53,Female,4082,SC,Florianópolis,Campeões
5191,Client_5191,client_5191@example.com,32,Male,11651,MG,Belo Horizonte,Não Perder
5196,Client_5196,client_5196@example.com,29,Male,11409,SP,São Paulo,Atenção
5197,Client_5197,client_5197@example.com,53,Male,14705,SC,Florianópolis,Leais
5198,Client_5198,client_5198@example.com,25,Female,3489,PR,Curitiba,Campeões
5199,Client_5199,client_5199@example.com,38,Female,3690,PR,Curitiba,Leais
5200,Client_5200,client_5200@example.com,60,Female,13760,BA,Salvador,Promissor
5202,Client_5202,client_5202@example.com,46,Male,5738,PR,Curitiba,Não Perder
5203,Client_5203,client_5203@example.com,45,Female,14261,RS,Porto Alegre,Atenção
5204,Client_5204,client_5204@example.com,60,Female,10639,BA,Salvador,Quase Dormindo
5206,Client_5206,client_5206@example.com,38,Female,11403,RS,Porto Alegre,Perdido
5207,Client_5207,client_5207@example.com,54,Female,11288,RJ,Rio de Janeiro,Campeões
5208,Client_5208,client_5208@example.com,21,Female,2095,RJ,Rio de Janeiro,Em Risco
5209,Client_5209,client_5209@example.com,49,Male,18278,SC,Florianópolis,Novos
5210,Client_5210,client_5210@example.com,34,Male,13085,BA,Salvador,Campeões
5212,Client_5212,client_5212@example.com,72,Male,17363,SP,São Paulo,Quase Dormindo
5213,Client_5213,client_5213@example.com,43,Other,6658,BA,Salvador,Promissor
5214,Client_5214,client_5214@example.com,72,Female,19967,MG,Belo Horizonte,Perdido
5215,Client_5215,client_5215@example.com,35,Male,14420,RS,Porto Alegre,Campeões
5216,Client_5216,client_5216@example.com,65,Female,19225,BA,Salvador,Novos
5217,Client_5217,client_5217@example.com,27,Male,6581,BA,Salvador,Campeões
5218,Client_5218,client_5218@example.com,46,Male,5763,MG,Belo Horizonte,Perdido
5220,Client_5220,client_5220@example.com,42,Male,5877,RJ,Rio de Janeiro,Leais
5221,Client_5221,client_5221@example.com,34,Male,4496,RS,Porto Alegre,Atenção
5224,Client_5224,client_5224@example.com,45,Male,14762,SC,Florianópolis,Perdido
5225,Client_5225,client_5225@example.com,56,Female,14779,PR,Curitiba,Atenção
5226,Client_5226,client_5226@example.com,19,Female,19029,RS,Porto Alegre,Leais
5227,Client_5227,client_5227@example.com,41,Male,10999,RS,Porto Alegre,Novos
5229,Client_5229,client_5229@example.com,35,Female,4546,BA,Salvador,Campeões
5231,Client_5231,client_5231@example.com,44,Male,2078,BA,Salvador,Quase Dormindo
5232,Client_5232,client_5232@example.com,60,Male,13309,BA,Salvador,Atenção
5233,Client_5233,client_5233@example.com,42,Female,19839,BA,Salvador,Perdido
5234,Client_5234,client_5234@example.com,63,Female,17932,BA,Salvador,Campeões
5236,Client_5236,client_5236@example.com,36,Female,9440,RJ,Rio de Janeiro,Perdido
5238,Client_5238,client_5238@example.com,50,Female,6625,SP,São Paulo,Leais
5239,Client_5239,client_5239@example.com,44,Female,9203,SC,Florianópolis,Novos
5242,Client_5242,client_5242@example.com,46,Male,7208,MG,Belo Horizonte,Campeões
5243,Client_5243,client_5243@example.com,40,Female,6972,MG,Belo Horizonte,Campeões
5244,Client_5244,client_5244@example.com,40,Male,9827,BA,Salvador,Leais
5246,Client_5246,client_5246@example.com,40,Male,17380,MG,Belo Horizonte,Novos
5247,Client_5247,client_5247@example.com,33,Female,4789,SC,Florianópolis,Campeões
5248,Client_5248,client_5248@example.com,30,Male,19592,RS,Porto Alegre,Perdido
5249,Client_5249,client_5249@example.com,28,Female,13008,MG,Belo Horizonte,Quase Dormindo
5250,Client_5250,client_5250@example.com,42,Male,10502,SP,São Paulo,Perdido
5253,Client_5253,client_5253@example.com,26,Male,12608,RJ,Rio de Janeiro,Perdido
5256,Client_5256,client_5256@example.com,28,Male,18096,RJ,Rio de Janeiro,Leais
5257,Client_5257,client_5257@example.com,38,Female,18679,RJ,Rio de Janeiro,Atenção
5258,Client_5258,client_5258@example.com,46,Female,16743,MG,Belo Horizonte,Novos
5259,Client_5259,client_5259@example.com,56,Female,8502,BA,Salvador,Leais
5260,Client_5260,client_5260@example.com,62,Male,18329,PR,Curitiba,Leais
5262,Client_5262,client_5262@example.com,55,Other,3888,SP,São Paulo,Campeões
5264,Client_5264,client_5264@example.com,55,Male,6657,SC,Florianópolis,Atenção
5265,Client_5265,client_5265@example.com,40,Male,15654,SC,Florianópolis,Campeões
5266,Client_5266,client_5266@example.com,49,Female,17563,PR,Curitiba,Perdido
5267,Client_5267,client_5267@example.com,46,Male,15461,SP,São Paulo,Campeões
5268,Client_5268,client_5268@example.com,32,Male,8103,SC,Florianópolis,Atenção
5269,Client_5269,client_5269@example.com,51,Male,13651,RS,Porto Alegre,Leais
5270,Client_5270,client_5270@example.com,50,Female,15341,SP,São Paulo,Em Risco
5272,Client_5272,client_5272@example.com,62,Female,3512,RS,Porto Alegre,Novos
5273,Client_5273,client_5273@example.com,59,Female,17287,BA,Salvador,Leais
5275,Client_5275,client_5275@example.com,54,Male,3037,BA,Salvador,Quase Dormindo
5276,Client_5276,client_5276@example.com,34,Male,13023,RS,Porto Alegre,Quase Dormindo
5278,Client_5278,client_5278@example.com,67,Male,3603,SP,São Paulo,Promissor
5279,Client_5279,client_5279@example.com,36,Female,7028,RS,Porto Alegre,Leais
5280,Client_5280,client_5280@example.com,50,Male,15352,SC,Florianópolis,Perdido
5281,Client_5281,client_5281@example.com,48,Female,10278,RJ,Rio de Janeiro,Leais
5283,Client_5283,client_5283@example.com,32,Male,10155,PR,Curitiba,Perdido
5284,Client_5284,client_5284@example.com,65,Male,7934,PR,Curitiba,Campeões
5285,Client_5285,client_5285@example.com,38,Male,13873,RJ,Rio de Janeiro,Não Perder
5286,Client_5286,client_5286@example.com,34,Female,7021,BA,Salvador,Atenção
5287,Client_5287,client_5287@example.com,39,Female,9353,BA,Salvador,Atenção
5288,Client_5288,client_5288@example.com,56,Male,11582,PR,Curitiba,Perdido
5289,Client_5289,client_5289@example.com,26,Female,16514,PR,Curitiba,Leais
5290,Client_5290,client_5290@example.com,52,Male,13790,RS,Porto Alegre,Perdido
5292,Client_5292,client_5292@example.com,49,Female,8549,BA,Salvador,Atenção
5293,Client_5293,client_5293@example.com,54,Female,13100,RS,Porto Alegre,Leais
5294,Client_5294,client_5294@example.com,44,Female,13302,SP,São Paulo,Campeões
5295,Client_5295,client_5295@example.com,62,Male,2230,RJ,Rio de Janeiro,Quase Dormindo
5296,Client_5296,client_5296@example.com,33,Male,7443,PR,Curitiba,Promissor
5297,Client_5297,client_5297@example.com,47,Female,4101,SC,Florianópolis,Leais
5300,Client_5300,client_5300@example.com,48,Male,13675,BA,Salvador,Campeões
5302,Client_5302,client_5302@example.com,31,Male,12686,PR,Curitiba,Leais
5304,Client_5304,client_5304@example.com,24,Female,12098,BA,Salvador,Quase Dormindo
5305,Client_5305,client_5305@example.com,71,Male,5284,RS,Porto Alegre,Leais
5306,Client_5306,client_5306@example.com,62,Male,5641,RS,Porto Alegre,Leais
5308,Client_5308,client_5308@example.com,30,Male,14165,MG,Belo Horizonte,Atenção
5309,Client_5309,client_5309@example.com,42,Female,16547,BA,Salvador,Perdido
5310,Client_5310,client_5310@example.com,43,Male,4860,SC,Florianópolis,Perdido
5311,Client_5311,client_5311@example.com,51,Female,9333,BA,Salvador,Novos
5312,Client_5312,client_5312@example.com,61,Female,15543,MG,Belo Horizonte,Perdido
5313,Client_5313,client_5313@example.com,21,Male,9566,RS,Porto Alegre,Leais
5314,Client_5314,client_5314@example.com,81,Male,14999,PR,Curitiba,Quase Dormindo
5316,Client_5316,client_5316@example.com,32,Male,2047,RS,Porto Alegre,Perdido
5317,Client_5317,client_5317@example.com,66,Male,4107,PR,Curitiba,Atenção
5318,Client_5318,client_5318@example.com,25,Female,8616,SC,Florianópolis,Leais
5319,Client_5319,client_5319@example.com,36,Female,10982,SC,Florianópolis,Perdido
5320,Client_5320,client_5320@example.com,62,Male,17155,BA,Salvador,Novos
5321,Client_5321,client_5321@example.com,38,Female,3877,SP,São Paulo,Campeões
5323,Client_5323,client_5323@example.com,19,Male,5861,BA,Salvador,Leais
5325,Client_5325,client_5325@example.com,42,Female,12303,MG,Belo Horizonte,Promissor
5326,Client_5326,client_5326@example.com,44,Female,16656,SP,São Paulo,Promissor
5327,Client_5327,client_5327@example.com,28,Female,6707,RJ,Rio de Janeiro,Atenção
5329,Client_5329,client_5329@example.com,43,Female,17266,PR,Curitiba,Promissor
5330,Client_5330,client_5330@example.com,40,Male,6069,RS,Porto Alegre,Perdido
5333,Client_5333,client_5333@example.com,37,Male,6667,RJ,Rio de Janeiro,Leais
5334,Client_5334,client_5334@example.com,64,Female,4613,MG,Belo Horizonte,Perdido
5335,Client_5335,client_5335@example.com,61,Male,8910,RS,Porto Alegre,Leais
5336,Client_5336,client_5336@example.com,30,Male,14741,RJ,Rio de Janeiro,Campeões
5341,Client_5341,client_5341@example.com,39,Male,13984,SP,São Paulo,Quase Dormindo
5342,Client_5342,client_5342@example.com,66,Female,15033,MG,Belo Horizonte,Perdido
5343,Client_5343,client_5343@example.com,27,Female,10711,SP,São Paulo,Perdido
5345,Client_5345,client_5345@example.com,65,Female,11884,BA,Salvador,Perdido
5346,Client_5346,client_5346@example.com,27,Male,13695,RJ,Rio de Janeiro,Leais
5347,Client_5347,client_5347@example.com,46,Female,4631,RS,Porto Alegre,Leais
5348,Client_5348,client_5348@example.com,51,Male,15635,SP,São Paulo,Novos
5349,Client_5349,client_5349@example.com,34,Female,3342,MG,Belo Horizonte,Perdido
5350,Client_5350,client_5350@example.com,50,Male,13173,SP,São Paulo,Não Perder
5351,Client_5351,client_5351@example.com,48,Male,13532,SC,Florianópolis,Quase Dormindo
5352,Client_5352,client_5352@example.com,62,Male,3503,RJ,Rio de Janeiro,Perdido
5354,Client_5354,client_5354@example.com,21,Female,12227,SC,Florianópolis,Campeões
5355,Client_5355,client_5355@example.com,65,Female,7487,RS,Porto Alegre,Novos
5358,Client_5358,client_5358@example.com,24,Male,7558,SP,São Paulo,Novos
5359,Client_5359,client_5359@example.com,34,Female,13798,RJ,Rio de Janeiro,Perdido
5361,Client_5361,client_5361@example.com,58,Male,6011,BA,Salvador,Campeões
5362,Client_5362,client_5362@example.com,64,Female,2515,SC,Florianópolis,Quase Dormindo
5363,Client_5363,client_5363@example.com,50,Male,10605,RJ,Rio de Janeiro,Leais
5365,Client_5365,client_5365@example.com,23,Male,14512,RS,Porto Alegre,Promissor
5366,Client_5366,client_5366@example.com,68,Female,7004,SP,São Paulo,Novos
5367,Client_5367,client_5367@example.com,48,Male,7237,SC,Florianópolis,Leais
5368,Client_5368,client_5368@example.com,30,Female,6511,PR,Curitiba,Campeões
5370,Client_5370,client_5370@example.com,58,Female,18189,MG,Belo Horizonte,Leais
5371,Client_5371,client_5371@example.com,35,Female,7830,SP,São Paulo,Campeões
5374,Client_5374,client_5374@example.com,19,Female,12170,BA,Salvador,Novos
5375,Client_5375,client_5375@example.com,32,Female,13763,RJ,Rio de Janeiro,Novos
5379,Client_5379,client_5379@example.com,47,Female,4023,RS,Porto Alegre,Não Perder
5380,Client_5380,client_5380@example.com,35,Female,12217,SC,Florianópolis,Quase Dormindo
5383,Client_5383,client_5383@example.com,18,Male,19410,BA,Salvador,Quase Dormindo
5384,Client_5384,client_5384@example.com,54,Female,17286,MG,Belo Horizonte,Perdido
5385,Client_5385,client_5385@example.com,39,Male,19030,SC,Florianópolis,Perdido
5388,Client_5388,client_5388@example.com,64,Male,13827,PR,Curitiba,Atenção
5390,Client_5390,client_5390@example.com,59,Male,6670,MG,Belo Horizonte,Promissor
5391,Client_5391,client_5391@example.com,56,Male,8133,PR,Curitiba,Leais
5392,Client_5392,client_5392@example.com,60,Female,14282,RJ,Rio de Janeiro,Novos
5393,Client_5393,client_5393@example.com,49,Male,15687,PR,Curitiba,Em Risco
5395,Client_5395,client_5395@example.com,43,Female,2639,MG,Belo Horizonte,Campeões
5396,Client_5396,client_5396@example.com,41,Female,17481,SP,São Paulo,Leais
5397,Client_5397,client_5397@example.com,47,Female,16507,PR,Curitiba,Quase Dormindo
5398,Client_5398,client_5398@example.com,34,Female,19827,MG,Belo Horizonte,Campeões
5399,Client_5399,client_5399@example.com,59,Female,19316,PR,Curitiba,Não Perder
5401,Client_5401,client_5401@example.com,32,Female,15504,PR,Curitiba,Atenção
5402,Client_5402,client_5402@example.com,57,Male,2431,MG,Belo Horizonte,Promissor
5403,Client_5403,client_5403@example.com,59,Female,10020,BA,Salvador,Perdido
5404,Client_5404,client_5404@example.com,34,Male,17610,MG,Belo Horizonte,Novos
5405,Client_5405,client_5405@example.com,52,Female,8192,RJ,Rio de Janeiro,Perdido
5407,Client_5407,client_5407@example.com,24,Male,7158,PR,Curitiba,Campeões
5408,Client_5408,client_5408@example.com,60,Female,7569,PR,Curitiba,Promissor
5409,Client_5409,client_5409@example.com,65,Female,14033,BA,Salvador,Campeões
5410,Client_5410,client_5410@example.com,38,Male,17344,BA,Salvador,Campeões
5411,Client_5411,client_5411@example.com,37,Female,2273,RJ,Rio de Janeiro,Leais
5412,Client_5412,client_5412@example.com,67,Female,4728,SP,São Paulo,Leais
5414,Client_5414,client_5414@example.com,51,Female,15027,SP,São Paulo,Atenção
5415,Client_5415,client_5415@example.com,27,Male,12742,RJ,Rio de Janeiro,Perdido
5416,Client_5416,client_5416@example.com,46,Female,11382,PR,Curitiba,Leais
5417,Client_5417,client_5417@example.com,67,Male,11674,MG,Belo Horizonte,Atenção
5418,Client_5418,client_5418@example.com,23,Male,19922,MG,Belo Horizonte,Leais
5419,Client_5419,client_5419@example.com,21,Male,6784,PR,Curitiba,Leais
5420,Client_5420,client_5420@example.com,31,Male,14259,RS,Porto Alegre,Quase Dormindo
5421,Client_5421,client_5421@example.com,43,Male,14770,RJ,Rio de Janeiro,Atenção
5424,Client_5424,client_5424@example.com,50,Male,7628,SC,Florianópolis,Quase Dormindo
5425,Client_5425,client_5425@example.com,21,Female,5307,PR,Curitiba,Em Risco
5426,Client_5426,client_5426@example.com,45,Male,7519,SC,Florianópolis,Promissor
5428,Client_5428,client_5428@example.com,55,Male,5265,SC,Florianópolis,Leais
5430,Client_5430,client_5430@example.com,40,Female,7506,BA,Salvador,Perdido
5431,Client_5431,client_5431@example.com,59,Male,16612,SP,São Paulo,Não Perder
5432,Client_5432,client_5432@example.com,44,Male,13973,RJ,Rio de Janeiro,Atenção
5433,Client_5433,client_5433@example.com,51,Male,10388,RJ,Rio de Janeiro,Perdido
5435,Client_5435,client_5435@example.com,22,Male,18960,SP,São Paulo,Quase Dormindo
5436,Client_5436,client_5436@example.com,57,Male,6886,SC,Florianópolis,Quase Dormindo
5437,Client_5437,client_5437@example.com,40,Male,10783,RS,Porto Alegre,Quase Dormindo
5438,Client_5438,client_5438@example.com,25,Female,15962,RS,Porto Alegre,Promissor
5439,Client_5439,client_5439@example.com,37,Female,14268,RJ,Rio de Janeiro,Perdido
5440,Client_5440,client_5440@example.com,41,Female,5143,MG,Belo Horizonte,Perdido
5442,Client_5442,client_5442@example.com,36,Female,5348,SC,Florianópolis,Campeões
5443,Client_5443,client_5443@example.com,49,Male,19970,RJ,Rio de Janeiro,Campeões
5445,Client_5445,client_5445@example.com,34,Other,16737,SP,São Paulo,Promissor
5447,Client_5447,client_5447@example.com,37,Female,10857,PR,Curitiba,Promissor
5448,Client_5448,client_5448@example.com,58,Male,15790,BA,Salvador,Promissor
5449,Client_5449,client_5449@example.com,37,Male,12703,PR,Curitiba,Promissor
